donor_id,name,age,gender,blood_group,zone,latitude,longitude,phone_number,total_donations,last_donation_date,days_since_last_donation,donation_frequency_days,availability_status,eligible_to_donate,responded_last_emergency,geo_cluster
DNR00576,Riya Rao,28,Male,O+,Zone_E_Community_Clinic,8.465173,76.900042,9344322679,1,2024-12-02,591.0,,Temporarily Unavailable,1,0,3
DNR00577,Imran Menon,54,Female,B+,Zone_E_Community_Clinic,8.617768,76.944529,9283085932,2,2025-03-12,491.0,125.0,Temporarily Unavailable,1,0,4
DNR00578,Divya Rao,26,Male,B+,Zone_E_Community_Clinic,8.535356,76.900758,9508226265,7,2024-05-14,793.0,107.0,Temporarily Unavailable,1,1,4
DNR00579,Rohan Sen,24,Female,A+,Zone_B_Medical_College,8.491797,76.872089,9714792641,4,2026-06-14,32.0,171.0,Available,0,0,3
DNR00580,Fatima Kumar,24,Male,B+,Zone_B_Medical_College,8.569731,76.986179,9573561557,1,2026-06-27,19.0,,Not Available,0,0,0
DNR00581,Rahul Fernandes,41,Female,AB+,Zone_B_Medical_College,8.508853,76.932945,9841419015,5,2025-05-20,422.0,225.0,Available,1,1,3
DNR00582,Kavya Fernandes,35,Male,O+,Zone_E_Community_Clinic,8.43672,76.948872,9756569565,5,2024-05-14,793.0,95.0,Temporarily Unavailable,1,1,3
DNR00583,Jose Joseph,33,Female,O-,Zone_A_General_Hospital,8.501249,76.983904,9248264937,3,2024-07-24,722.0,156.0,Not Available,1,1,0
DNR00584,Divya Iyer,30,Male,AB+,Zone_E_Community_Clinic,8.423744,76.973618,9811060614,5,2025-08-18,332.0,78.0,Available,1,1,2
DNR00585,Priya Mathew,38,Female,B+,Zone_D_Cottage_Hospital,8.591982,76.90782,9285953213,3,2025-08-29,321.0,106.0,Available,1,1,4
DNR00586,Ravi Jain,26,Female,A+,Zone_E_Community_Clinic,8.560466,77.041905,9686556403,3,2025-07-31,350.0,87.0,Available,1,1,0
DNR00587,Vikram Naidu,40,Female,B+,Zone_C_City_Hospital,8.407328,76.992757,9619884429,9,2024-10-30,624.0,100.0,Temporarily Unavailable,1,1,2
DNR00588,Aadhya Das,18,Male,O+,Zone_C_City_Hospital,8.56863,76.867401,9420511037,3,2024-12-22,571.0,147.0,Available,1,0,4
DNR00589,Isha Verma,27,Female,B+,Zone_C_City_Hospital,8.427111,76.946752,9322562836,3,2024-07-25,721.0,114.0,Not Available,1,1,3
DNR00590,Fatima Krishnan,30,Female,B+,Zone_D_Cottage_Hospital,8.486349,76.834021,9615185000,5,2025-08-26,324.0,60.0,Available,1,1,1
DNR00591,Vikram Varghese,29,Male,B+,Zone_C_City_Hospital,8.542153,77.025717,9230861323,5,2025-09-25,294.0,87.0,Available,1,1,0
DNR00592,Swati Naidu,27,Female,O+,Zone_E_Community_Clinic,8.489174,77.040043,9523625992,5,2025-06-23,388.0,202.0,Temporarily Unavailable,1,0,2
DNR00593,Maria Sheikh,18,Male,A+,Zone_B_Medical_College,8.574713,76.982059,9145168545,5,2025-09-22,297.0,60.0,Temporarily Unavailable,1,1,0
DNR00594,Anika Krishnan,25,Male,O+,Zone_A_General_Hospital,8.5796,76.84517,9574997731,3,2025-07-27,354.0,105.0,Temporarily Unavailable,1,1,1
DNR00595,Ali Gupta,37,Female,B+,Zone_D_Cottage_Hospital,8.532495,76.891606,9316968866,4,2025-12-09,219.0,158.0,Available,1,0,4
DNR00596,Maria Varghese,45,Male,B+,Zone_C_City_Hospital,8.4708,76.988949,9847508242,3,2024-12-18,575.0,142.0,Available,1,1,2
DNR00597,Saanvi Sharma,23,Female,AB-,Zone_A_General_Hospital,8.510472,76.871779,9895525625,3,2024-10-24,630.0,94.0,Available,1,0,3
DNR00598,Kiran Das,50,Female,B-,Zone_B_Medical_College,8.607328,76.812162,9819228743,3,2026-05-26,51.0,102.0,Not Available,0,0,1
DNR00599,Anna Mathew,26,Male,AB+,Zone_B_Medical_College,8.443911,76.834852,9350006353,3,2024-10-01,653.0,144.0,Available,1,1,3
DNR00600,Vihaan Kumar,18,Male,AB+,Zone_D_Cottage_Hospital,8.655485,76.807836,9870257350,2,2025-08-12,338.0,86.0,Available,1,0,4
DNR00601,Priya Kumar,27,Male,O+,Zone_B_Medical_College,8.555158,76.749377,9690936560,5,2026-07-11,5.0,147.0,Available,0,1,1
DNR00602,Elizabeth Reddy,18,Female,O+,Zone_D_Cottage_Hospital,8.545721,76.790272,9610778600,4,2024-09-16,668.0,141.0,Available,1,1,1
DNR00603,Priya Rao,44,Female,A+,Zone_B_Medical_College,8.436982,76.842425,9408427014,7,2024-06-02,774.0,69.0,Temporarily Unavailable,1,1,3
DNR00604,Rahul Verma,49,Female,O+,Zone_A_General_Hospital,8.559931,76.892217,9196057712,1,2024-05-20,787.0,,Available,1,1,4
DNR00605,Ali Panicker,45,Female,B+,Zone_B_Medical_College,8.447392,76.938825,9893158610,4,2025-01-15,547.0,221.0,Available,1,0,3
DNR00606,Imran Chatterjee,28,Female,O-,Zone_A_General_Hospital,8.574995,76.914963,9548700579,4,2026-01-18,179.0,118.0,Available,1,0,4
DNR00607,Jessy Sen,35,Female,A+,Zone_B_Medical_College,8.615009,76.932051,9997866344,3,2026-06-09,37.0,142.0,Available,0,0,4
DNR00608,Anil Bose,22,Male,B+,Zone_D_Cottage_Hospital,8.446687,76.780903,9904236062,5,2026-01-07,190.0,182.0,Available,1,1,1
DNR00609,George Jain,24,Female,A+,Zone_C_City_Hospital,8.479406,77.060006,9140229006,7,2024-01-31,897.0,110.0,Temporarily Unavailable,1,0,2
DNR00610,Aarav Verma,19,Male,AB-,Zone_E_Community_Clinic,8.513897,77.016472,9215213239,1,2024-11-06,617.0,,Available,1,0,0
DNR00611,Elizabeth Khan,37,Male,O-,Zone_C_City_Hospital,8.398383,76.968085,9788603957,3,2025-04-07,465.0,134.0,Available,1,1,2
DNR00612,Shreya Mathew,27,Male,O+,Zone_D_Cottage_Hospital,8.540634,76.978529,9641394238,3,2026-03-01,137.0,60.0,Temporarily Unavailable,1,1,0
DNR00613,Ravi Gupta,19,Male,A+,Zone_B_Medical_College,8.572318,76.808572,9220953538,5,2024-04-09,828.0,137.0,Available,1,1,1
DNR00614,Amit Reddy,31,Male,O+,Zone_D_Cottage_Hospital,8.617994,76.923817,9376236056,9,2024-09-21,663.0,122.0,Available,1,1,4
DNR00615,Ayesha Reddy,18,Female,B+,Zone_A_General_Hospital,8.455346,76.927529,9461971444,3,2024-06-22,754.0,129.0,Available,1,1,3
DNR00616,Thomas Verma,20,Male,A+,Zone_E_Community_Clinic,8.455469,76.947585,9913126162,3,2024-08-25,690.0,93.0,Temporarily Unavailable,1,1,3
DNR00617,Aadhya Reddy,33,Male,B+,Zone_E_Community_Clinic,8.502168,76.962555,9785826598,3,2024-02-21,876.0,70.0,Available,1,1,0
DNR00618,Anna Ahmed,28,Female,A+,Zone_D_Cottage_Hospital,8.601654,76.949183,9452108572,4,2025-02-04,527.0,69.0,Not Available,1,0,4
DNR00619,Sai Ahmed,47,Female,AB+,Zone_A_General_Hospital,8.576641,76.896411,9250980852,4,2026-01-08,189.0,102.0,Available,1,0,4
DNR00620,Priya Khan,18,Female,A+,Zone_B_Medical_College,8.629934,76.98312,9380016058,1,2026-07-10,6.0,,Available,0,1,0
DNR00621,Ramesh Das,33,Female,A+,Zone_D_Cottage_Hospital,8.579587,76.779644,9386682971,3,2024-06-05,771.0,123.0,Not Available,1,0,1
DNR00622,Amit Verma,19,Male,B+,Zone_E_Community_Clinic,8.513295,76.899109,9715122372,3,2024-07-06,740.0,81.0,Available,1,0,3
DNR00623,Aarav Gupta,23,Female,O+,Zone_C_City_Hospital,8.448434,76.882711,9353727962,6,2024-08-06,709.0,166.0,Available,1,1,3
DNR00624,Vihaan Naidu,27,Male,O+,Zone_A_General_Hospital,8.526143,77.004993,9429430802,1,2025-03-27,476.0,,Available,1,0,0
DNR00625,Ananya Ahmed,46,Male,B+,Zone_E_Community_Clinic,8.566115,76.964831,9926610534,7,2024-07-26,720.0,87.0,Not Available,1,1,0
DNR00626,Sneha Krishnan,29,Female,B+,Zone_A_General_Hospital,8.63014,76.880238,9416794215,4,2024-09-30,654.0,131.0,Temporarily Unavailable,1,0,4
DNR00627,Suresh Chandran,39,Male,AB+,Zone_B_Medical_College,8.539481,76.959854,9243418388,3,2025-12-04,224.0,146.0,Available,1,1,0
DNR00628,Priya Sharma,27,Male,B+,Zone_D_Cottage_Hospital,8.554305,76.868829,9750407244,7,2024-06-11,765.0,156.0,Available,1,1,4
DNR00629,Suresh Fernandes,36,Female,O+,Zone_E_Community_Clinic,8.607926,77.127704,9913198930,6,2025-03-21,482.0,60.0,Available,1,1,0
DNR00630,Shreya Bose,20,Female,AB+,Zone_B_Medical_College,8.59897,76.890732,9365713980,5,2024-05-27,780.0,168.0,Available,1,1,4
DNR00631,Zara Mishra,32,Male,AB+,Zone_E_Community_Clinic,8.561577,76.89781,9945432844,2,2024-02-03,894.0,60.0,Temporarily Unavailable,1,1,4
DNR00632,Sai Mathew,25,Male,O+,Zone_D_Cottage_Hospital,8.633768,76.903741,9855663125,3,2025-01-22,540.0,60.0,Available,1,1,4
DNR00633,Suresh Pillai,18,Male,A+,Zone_E_Community_Clinic,8.41019,76.940898,9166312199,4,2026-03-24,114.0,60.0,Available,1,1,3
DNR00634,Alice Varghese,18,Female,O+,Zone_E_Community_Clinic,8.445266,77.005525,9714933740,4,2025-12-21,207.0,85.0,Temporarily Unavailable,1,1,2
DNR00635,Shreya Sharma,27,Male,A+,Zone_B_Medical_College,8.516417,76.930632,9658712474,4,2025-08-15,335.0,94.0,Available,1,1,3
DNR00636,Manoj Kumar,26,Male,A+,Zone_B_Medical_College,8.700951,76.929076,9726150048,7,2024-07-12,734.0,121.0,Temporarily Unavailable,1,1,4
DNR00637,Pooja Pillai,18,Male,O+,Zone_E_Community_Clinic,8.461017,77.027292,9968326513,8,2025-04-16,456.0,88.0,Available,1,1,2
DNR00638,Vihaan Thomas,39,Female,B+,Zone_B_Medical_College,8.508964,76.825023,9546058739,3,2025-02-06,525.0,60.0,Not Available,1,0,1
DNR00639,Ravi Panicker,23,Male,A+,Zone_A_General_Hospital,8.630792,77.035136,9596474925,2,2024-12-21,572.0,160.0,Available,1,1,0
DNR00640,Zara Bose,65,Male,A+,Zone_C_City_Hospital,8.407019,76.982681,9123375849,4,2024-07-06,740.0,76.0,Available,1,1,2
DNR00641,Anil Gupta,25,Female,O+,Zone_A_General_Hospital,8.56018,76.974601,9333969748,2,2024-06-13,763.0,85.0,Available,1,1,0
DNR00642,Kiran Pillai,23,Female,A+,Zone_A_General_Hospital,8.480805,77.010786,9469935052,4,2025-05-09,433.0,100.0,Temporarily Unavailable,1,0,2
DNR00643,Fatima Pillai,18,Female,AB+,Zone_E_Community_Clinic,8.468703,77.079301,9174108740,3,2026-05-16,61.0,183.0,Available,0,0,2
DNR00644,Elizabeth Joseph,30,Other,O+,Zone_A_General_Hospital,8.506001,77.009964,9539017530,2,2025-09-26,293.0,102.0,Temporarily Unavailable,1,0,0
DNR00645,Diya Mishra,18,Female,O+,Zone_B_Medical_College,8.433853,76.970274,9788832222,2,2024-05-23,784.0,160.0,Available,1,1,2
DNR00646,Imran Rao,18,Male,B+,Zone_D_Cottage_Hospital,8.660869,76.838714,9510684364,3,2025-06-28,383.0,150.0,Available,1,1,4
DNR00647,Manoj Chatterjee,33,Female,B+,Zone_D_Cottage_Hospital,8.574608,76.887874,9186167773,2,2025-06-27,384.0,117.0,Available,1,1,4
DNR00648,Zara Naidu,40,Male,A+,Zone_E_Community_Clinic,8.620577,77.044224,9801726890,4,2026-03-02,136.0,91.0,Available,1,1,0
DNR00649,George Sheikh,49,Male,AB+,Zone_A_General_Hospital,8.548779,76.883344,9291634595,0,,,,Not Available,1,0,4
DNR00650,Shreya Ahmed,29,Male,A-,Zone_E_Community_Clinic,8.457639,76.88058,9881531720,1,2026-03-08,130.0,,Temporarily Unavailable,1,1,3
DNR00651,Isha Sen,52,Female,O+,Zone_A_General_Hospital,8.484317,76.917606,9124411864,4,2024-06-02,774.0,103.0,Available,1,1,3
DNR00652,Sneha Thomas,23,Female,B+,Zone_E_Community_Clinic,8.503302,76.974911,9671159367,10,2025-05-08,434.0,118.0,Available,1,1,0
DNR00653,Ramesh Sen,23,Male,O+,Zone_B_Medical_College,8.511888,76.903281,9594592624,5,2025-11-05,253.0,65.0,Available,1,1,3
DNR00654,Vikram Sharma,26,Female,O+,Zone_C_City_Hospital,8.386401,76.894551,9878488534,8,2026-01-04,193.0,60.0,Temporarily Unavailable,1,1,3
DNR00655,Sara Kumar,37,Female,B+,Zone_A_General_Hospital,8.594629,76.849333,9808881871,6,2024-04-09,828.0,198.0,Available,1,1,4
DNR00656,Sunil Chandran,38,Female,A+,Zone_A_General_Hospital,8.538997,76.876712,9321278458,2,2025-11-12,246.0,60.0,Temporarily Unavailable,1,1,1
DNR00657,Arjun Kumar,38,Male,O+,Zone_E_Community_Clinic,8.581396,77.059036,9579362443,1,2026-06-12,34.0,,Available,0,0,0
DNR00658,Lakshmi Naidu,18,Male,B+,Zone_A_General_Hospital,8.557837,76.817053,9895149930,3,2025-11-08,250.0,111.0,Not Available,1,1,1
DNR00659,Aditya Ahmed,49,Male,O+,Zone_D_Cottage_Hospital,8.572682,76.79831,9679562681,4,2025-11-19,239.0,78.0,Available,1,1,1
DNR00660,Kavya Mishra,29,Male,O-,Zone_A_General_Hospital,8.516065,76.943145,9641054044,4,2026-02-23,143.0,108.0,Available,1,1,3
DNR00661,Anika Das,18,Female,B+,Zone_E_Community_Clinic,8.442158,76.959086,9720058859,4,2025-08-24,326.0,169.0,Available,1,1,2
DNR00662,Lakshmi Mishra,27,Male,O+,Zone_C_City_Hospital,8.482687,76.955472,9424017094,2,2025-11-16,242.0,144.0,Available,1,1,3
DNR00663,Jessy Sharma,24,Male,AB+,Zone_E_Community_Clinic,8.456223,76.996206,9544056890,4,2025-12-02,226.0,141.0,Available,1,1,2
DNR00664,Sneha Gupta,35,Male,O+,Zone_A_General_Hospital,8.554102,77.023731,9735297732,5,2024-12-23,570.0,90.0,Available,1,1,0
DNR00665,Jessy Pandey,23,Male,AB-,Zone_B_Medical_College,8.521581,76.936151,9828802398,2,2024-10-13,641.0,66.0,Temporarily Unavailable,1,1,3
DNR00666,Deepak Varghese,28,Male,AB+,Zone_D_Cottage_Hospital,8.603425,76.955665,9469812603,4,2026-05-29,48.0,60.0,Available,0,1,4
DNR00667,Ali Naidu,39,Female,O+,Zone_D_Cottage_Hospital,8.501388,76.748288,9663137920,9,2024-05-03,804.0,204.0,Available,1,0,1
DNR00668,Rahul Krishnan,49,Female,AB+,Zone_D_Cottage_Hospital,8.466817,76.931866,9260221190,5,2025-05-24,418.0,86.0,Available,1,1,3
DNR00669,Sneha Ahmed,19,Female,O+,Zone_B_Medical_College,8.521335,76.863486,9677596076,4,2024-06-04,772.0,182.0,Available,1,1,1
DNR00670,Priya Das,19,Male,AB+,Zone_B_Medical_College,8.546039,77.005741,9859754807,8,2025-09-12,307.0,163.0,Available,1,1,0
DNR00671,Rohan Bose,38,Male,A+,Zone_D_Cottage_Hospital,8.532125,76.825549,9703857319,3,2026-05-18,59.0,94.0,Available,0,0,1
DNR00672,Sunil Fernandes,35,Female,O+,Zone_E_Community_Clinic,8.453521,77.015857,9243980993,5,2025-01-20,542.0,192.0,Available,1,1,2
DNR00673,Ramesh Das,35,Female,AB+,Zone_C_City_Hospital,8.571221,76.944618,9454617185,1,2025-12-20,208.0,,Available,1,0,4
DNR00674,Ali Pillai,25,Female,A+,Zone_D_Cottage_Hospital,8.57164,76.826796,9498441427,6,2024-03-01,867.0,113.0,Available,1,0,1
DNR00675,Sai Varghese,49,Male,O+,Zone_B_Medical_College,8.54189,76.899774,9388258432,3,2026-05-25,52.0,163.0,Temporarily Unavailable,0,0,4
DNR00676,Ramesh Naidu,42,Female,B-,Zone_E_Community_Clinic,8.412429,76.955351,9142463863,1,2024-11-06,617.0,,Available,1,1,2
DNR00677,George Pillai,42,Male,B+,Zone_B_Medical_College,8.50009,76.932799,9917865301,4,2024-04-14,823.0,96.0,Temporarily Unavailable,1,0,3
DNR00678,Kiran Pandey,21,Male,B+,Zone_E_Community_Clinic,8.438684,76.984278,9614745610,4,2025-12-06,222.0,60.0,Available,1,1,2
DNR00679,Kavya Chatterjee,30,Female,O+,Zone_C_City_Hospital,8.43674,76.998778,9116464447,5,2025-09-09,310.0,178.0,Available,1,0,2
DNR00680,Kavya Jain,29,Male,O-,Zone_B_Medical_College,8.517742,77.007949,9225967304,3,2024-06-17,759.0,121.0,Available,1,1,0
DNR00681,Farhan Mishra,45,Male,O+,Zone_D_Cottage_Hospital,8.499903,76.972477,9846923032,5,2025-11-10,248.0,69.0,Not Available,1,0,0
DNR00682,Lakshmi Krishnan,25,Female,O+,Zone_B_Medical_College,8.476988,76.879718,9356979659,5,2025-06-05,406.0,180.0,Available,1,1,3
DNR00683,Nisha Khan,44,Female,A+,Zone_C_City_Hospital,8.494685,76.977875,9600632621,4,2025-06-22,389.0,156.0,Available,1,0,0
DNR00684,Shreya Rao,28,Female,O+,Zone_C_City_Hospital,8.505323,77.035792,9380849661,3,2025-09-04,315.0,123.0,Available,1,0,0
DNR00685,Suresh Mathew,35,Female,A+,Zone_D_Cottage_Hospital,8.646214,76.872994,9205879779,4,2025-03-26,477.0,112.0,Available,1,1,4
DNR00686,Jacob Pandey,38,Female,AB+,Zone_D_Cottage_Hospital,8.418719,76.862404,9443847870,6,2024-05-28,779.0,60.0,Available,1,1,3
DNR00687,Jose Iyer,27,Female,B+,Zone_C_City_Hospital,8.48484,76.839604,9544454140,2,2025-08-30,320.0,141.0,Available,1,1,1
DNR00688,Aditya Panicker,19,Female,O+,Zone_B_Medical_College,8.548901,76.895989,9256683320,2,2024-06-17,759.0,80.0,Available,1,1,4
DNR00689,Vivaan Gupta,32,Female,B+,Zone_E_Community_Clinic,8.549707,77.019495,9721849977,5,2024-11-25,598.0,100.0,Available,1,1,0
DNR00690,Imran Fernandes,22,Male,O+,Zone_C_City_Hospital,8.533396,76.914674,9310659326,3,2026-02-10,156.0,66.0,Available,1,1,4
DNR00691,Amit Das,53,Male,A+,Zone_D_Cottage_Hospital,8.50583,76.853129,9994816400,5,2024-12-10,583.0,144.0,Temporarily Unavailable,1,1,1
DNR00692,Meera Joseph,18,Male,O+,Zone_E_Community_Clinic,8.512323,76.955622,9835348453,6,2024-09-14,670.0,131.0,Available,1,1,0
DNR00693,Amit Gupta,32,Male,B+,Zone_D_Cottage_Hospital,8.41647,76.911371,9789014168,5,2024-07-06,740.0,77.0,Temporarily Unavailable,1,1,3
DNR00694,Farhan Joseph,30,Male,A+,Zone_D_Cottage_Hospital,8.601097,76.782341,9886808192,3,2026-01-25,172.0,151.0,Available,1,1,1
DNR00695,Thomas Sheikh,30,Female,O+,Zone_B_Medical_College,8.460941,76.797715,9873430762,4,2026-02-23,143.0,81.0,Temporarily Unavailable,1,0,1
DNR00696,Shreya Joseph,42,Male,B+,Zone_B_Medical_College,8.521562,76.981606,9789137659,2,2025-01-07,555.0,144.0,Available,1,1,0
DNR00697,Vihaan Mathew,18,Male,A+,Zone_A_General_Hospital,8.499994,76.934496,9179811669,7,2024-03-09,859.0,99.0,Available,1,1,3
DNR00698,Maria Naidu,43,Male,O+,Zone_A_General_Hospital,8.543577,76.792285,9106854580,6,2024-05-25,782.0,145.0,Available,1,1,1
DNR00699,Sunil Sharma,18,Female,O+,Zone_B_Medical_College,8.475828,76.924349,9859317542,2,2026-05-08,69.0,60.0,Temporarily Unavailable,0,0,3
DNR00700,Rohan Nair,18,Female,O+,Zone_B_Medical_College,8.476209,76.925338,9589636644,4,2025-02-14,517.0,96.0,Available,1,1,3
DNR00701,Suresh Menon,43,Female,B-,Zone_E_Community_Clinic,8.542079,77.012246,9815922437,3,2024-10-01,653.0,87.0,Not Available,1,1,0
DNR00702,Elizabeth Chandran,35,Female,A+,Zone_D_Cottage_Hospital,8.570805,76.831819,9623829662,6,2024-09-09,675.0,115.0,Available,1,1,1
DNR00703,Vivaan Nair,25,Female,B+,Zone_E_Community_Clinic,8.520017,76.967194,9541671360,1,2024-12-29,564.0,,Available,1,1,0
DNR00704,Aarav Nair,28,Male,B+,Zone_E_Community_Clinic,8.569207,77.012686,9395000621,3,2024-07-07,739.0,100.0,Available,1,1,0
DNR00705,Shreya Verma,25,Female,AB+,Zone_A_General_Hospital,8.557679,76.863641,9973120912,4,2025-02-17,514.0,162.0,Available,1,1,1
DNR00706,Fatima Naidu,23,Female,O+,Zone_D_Cottage_Hospital,8.676895,76.853357,9292486308,3,2024-04-12,825.0,60.0,Available,1,1,4
DNR00707,Reyansh Jain,32,Male,O-,Zone_A_General_Hospital,8.405983,77.066971,9259877461,5,2025-01-26,536.0,163.0,Available,1,1,2
DNR00708,Meera Iyer,28,Male,O+,Zone_E_Community_Clinic,8.58654,76.979057,9371031968,5,2025-01-23,539.0,119.0,Available,1,1,0
DNR00709,Maria Sheikh,31,Male,O-,Zone_C_City_Hospital,8.432622,76.906658,9526164289,3,2024-04-23,814.0,141.0,Temporarily Unavailable,1,0,3
DNR00710,Sai Sheikh,23,Female,O+,Zone_D_Cottage_Hospital,8.528577,76.914631,9706666479,2,2025-04-02,470.0,111.0,Temporarily Unavailable,1,1,3
DNR00711,Meera Krishnan,48,Female,O+,Zone_B_Medical_College,8.47565,76.95779,9834484102,3,2025-09-12,307.0,112.0,Available,1,1,3
DNR00712,Maria Chatterjee,37,Female,A-,Zone_A_General_Hospital,8.466976,76.884849,9797818850,4,2024-09-15,669.0,110.0,Available,1,0,3
DNR00713,Sara Menon,35,Female,A+,Zone_A_General_Hospital,8.479069,77.011745,9507231644,4,2025-05-27,415.0,60.0,Available,1,1,2
DNR00714,Ramesh Varghese,45,Female,O+,Zone_D_Cottage_Hospital,8.545635,76.889558,9783703040,2,2026-05-20,57.0,124.0,Available,0,0,4
DNR00715,Aarav Krishnan,18,Male,O+,Zone_B_Medical_College,8.560244,76.94043,9636718857,4,2026-04-23,84.0,145.0,Temporarily Unavailable,0,0,4
DNR00716,Steven Fernandes,50,Female,AB-,Zone_C_City_Hospital,8.422335,76.959545,9202393989,7,2024-12-14,579.0,172.0,Temporarily Unavailable,1,0,2
DNR00717,Anna Mathew,18,Male,B-,Zone_A_General_Hospital,8.516437,77.029616,9327007332,5,2025-11-23,235.0,152.0,Temporarily Unavailable,1,0,0
DNR00718,Anna Chatterjee,22,Other,B+,Zone_E_Community_Clinic,8.459842,76.992196,9391086098,7,2025-03-17,486.0,162.0,Available,1,1,2
DNR00719,Aditya Jain,34,Female,B+,Zone_A_General_Hospital,8.536319,76.924385,9401048226,4,2024-08-15,700.0,66.0,Not Available,1,0,4
DNR00720,Anna Varghese,28,Male,O+,Zone_E_Community_Clinic,8.447431,76.926648,9135328023,2,2024-09-11,673.0,176.0,Available,1,1,3
DNR00721,Diya Jain,23,Female,B+,Zone_C_City_Hospital,8.530976,76.974375,9322434334,4,2026-06-30,16.0,143.0,Temporarily Unavailable,0,0,0
DNR00722,Kiran Sharma,40,Female,O+,Zone_D_Cottage_Hospital,8.55639,76.86591,9421346113,5,2026-04-29,78.0,145.0,Available,0,0,1
DNR00723,Ananya Panicker,29,Male,AB+,Zone_B_Medical_College,8.529598,76.878132,9996199211,1,2024-12-13,580.0,,Available,1,0,1
DNR00724,Steven Ahmed,47,Male,A+,Zone_E_Community_Clinic,8.592401,76.928512,9512151733,5,2025-08-11,339.0,106.0,Available,1,1,4
DNR00725,Sara Pandey,21,Male,B+,Zone_B_Medical_College,8.493075,76.71945,9840141559,4,2024-04-28,809.0,141.0,Available,1,1,1
DNR00726,Imran Pillai,39,Male,O+,Zone_E_Community_Clinic,8.574048,76.931488,9471363809,4,2024-06-13,763.0,228.0,Temporarily Unavailable,1,0,4
DNR00727,Vihaan Kumar,18,Male,O-,Zone_D_Cottage_Hospital,8.545044,76.88903,9181623972,6,2025-11-21,237.0,139.0,Available,1,1,4
DNR00728,Amit Chandran,29,Male,B+,Zone_E_Community_Clinic,8.583326,76.95801,9525956648,6,2024-11-14,609.0,126.0,Available,1,1,0
DNR00729,Nida Khan,43,Male,O+,Zone_A_General_Hospital,8.519615,76.985883,9393482659,5,2024-10-05,649.0,151.0,Available,1,1,0
DNR00730,Thomas Thomas,29,Male,A+,Zone_D_Cottage_Hospital,8.531266,76.836053,9482049366,4,2025-11-25,233.0,138.0,Not Available,1,1,1
DNR00731,Nisha Ahmed,34,Male,AB+,Zone_D_Cottage_Hospital,8.606921,76.913501,9829816799,2,2026-01-07,190.0,60.0,Available,1,1,4
DNR00732,Kiran Naidu,38,Male,A+,Zone_D_Cottage_Hospital,8.644979,76.868862,9929108437,6,2026-04-20,87.0,174.0,Available,0,1,4
DNR00733,Radha Verma,32,Male,A+,Zone_B_Medical_College,8.515953,76.985046,9178927201,8,2024-07-16,730.0,164.0,Available,1,1,0
DNR00734,Sai Gupta,45,Female,B-,Zone_B_Medical_College,8.679395,76.907023,9864157523,4,2025-06-22,389.0,104.0,Available,1,1,4
DNR00735,Thomas Rao,34,Male,O+,Zone_B_Medical_College,8.5667,76.840992,9518353415,6,2024-06-19,757.0,152.0,Available,1,1,1
DNR00736,Rahul Sheikh,22,Male,A+,Zone_A_General_Hospital,8.492308,76.931954,9105578324,1,2026-04-14,93.0,,Available,1,1,3
DNR00737,Sneha Thomas,50,Male,O+,Zone_C_City_Hospital,8.50598,76.991018,9389659515,4,2024-05-28,779.0,144.0,Available,1,1,0
DNR00738,Reyansh Sharma,18,Male,A+,Zone_A_General_Hospital,8.578867,77.059532,9562760731,1,2026-01-06,191.0,,Available,1,0,0
DNR00739,Manoj Varghese,48,Female,O+,Zone_E_Community_Clinic,8.415004,77.043458,9538134097,4,2025-02-07,524.0,122.0,Temporarily Unavailable,1,0,2
DNR00740,Reyansh Nair,24,Female,O-,Zone_A_General_Hospital,8.477419,77.07185,9695088987,4,2025-07-19,362.0,159.0,Available,1,1,2
DNR00741,Sai Chandran,44,Male,O+,Zone_E_Community_Clinic,8.322376,76.92529,9448354409,3,2024-05-04,803.0,97.0,Temporarily Unavailable,1,1,3
DNR00742,George Ahmed,18,Male,O+,Zone_A_General_Hospital,8.485294,77.013011,9544325176,3,2025-09-21,298.0,119.0,Available,1,1,2
DNR00743,Ramesh Mishra,29,Female,O+,Zone_A_General_Hospital,8.547471,76.890771,9700797791,3,2024-07-04,742.0,145.0,Available,1,1,4
DNR00744,Anna Das,38,Male,A+,Zone_E_Community_Clinic,8.460473,76.98435,9282088279,4,2025-01-29,533.0,122.0,Available,1,1,2
DNR00745,Zara Ahmed,23,Female,O+,Zone_B_Medical_College,8.552695,76.903389,9388749542,4,2026-02-24,142.0,105.0,Available,1,0,4
